item,store_id,2023/1,2023/2,2023/3,2023/4,2023/5,2023/6,2023/7,2023/8,2023/9,2022/1,2022/2,2022/3,2022/4,2022/5,2022/6,2022/7,2022/8,2022/9,2022/10,2022/11,2022/12,total_2023,total _2022,total_sales
C,790,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,301,321
C,791,20,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,10,0,0,0,40,0,40
C,792,0,5,0,15,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,25,10,35
C,793,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0
C,795,110,40,150,1460,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,140,100,1760,10,1770
C,796,0,0,5,5,5,0,0,0,5,0,0,0,0,0,0,0,0,0,1,1,3,20,340,360
C,797,5,6,0,20,20,0,20,0,20,0,0,0,0,0,0,0,0,0,0,0,5,91,5,96
C,798,0,0,0,10,20,0,10,0,5,0,0,0,0,0,0,0,0,0,3,5,5,45,5,50
C,799,0,0,0,0,0,10,0,5,7,0,0,0,0,0,0,0,0,0,0,0,0,22,13,35
C,800,5,0,15,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,5,0,5,25,0,25
C,801,9,20,0,12,15,0,25,0,0,0,0,0,0,0,0,0,0,0,0,10,12,81,10,91
C,802,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,22,25
C,803,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
C,804,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,3,13
C,805,0,0,8,2,4,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,19,0,19
C,806,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,7
C,807,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3
C,808,0,0,10,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,13,40,0,40
C,809,1,14,0,10,0,4,0,0,6,0,0,0,0,0,0,0,0,0,0,1,5,35,23,58
C,810,5,15,0,0,10,0,0,10,0,0,0,0,0,0,0,0,0,0,0,6,0,40,6,46
C,811,0,10,-10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6
C,812,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6
C,813,10,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,20
C,814,0,0,2,0,2,7,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,13
C,815,0,0,0,0,3,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,13,0,13
C,816,0,15,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,21
C,817,0,0,0,10,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,13
C,818,4,0,2,22,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,30,0,30
C,819,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
C,820,10,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,3,15,2,17
C,821,0,0,0,6,4,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,3,23
C,822,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,12,0,12
C,823,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,6,16
C,824,10,10,10,0,0,10,10,0,10,0,0,0,0,0,0,0,0,0,0,0,0,60,0,60
C,825,0,12,17,15,11,4,20,28,3,0,0,0,0,0,0,0,0,0,0,0,0,110,0,110
C,826,0,0,0,0,0,0,0,8,3,0,0,0,0,0,0,0,0,0,0,0,0,11,0,11
C,828,15,0,10,35,0,0,0,0,10,15,5,10,10,15,40,10,0,0,0,0,5,70,0,70
C,829,0,0,0,960,-480,0,0,0,0,0,0,10,30,60,45,270,0,0,0,0,100,480,110,590
C,830,0,0,5,0,0,0,5,10,0,4,12,3,18,8,85,0,0,0,0,0,0,20,515,535
C,831,0,0,5,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,5,130,135
C,832,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,10
C,833,5,10,0,8,25,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,51,0,51
C,834,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3
C,835,2,0,2,5,4,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,20
C,837,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,10
C,838,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6
C,839,0,5,0,10,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,35
C,840,0,1,13,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,24
C,841,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,20
C,842,0,20,0,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,60
C,843,0,2,0,0,6,0,1,0,6,0,0,0,0,0,0,0,0,0,0,0,0,15,0,15
C,844,0,20,0,10,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,35,0,35
C,845,0,0,0,10,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,20
C,846,0,10,0,10,20,0,0,20,5,0,0,0,0,0,0,0,0,0,0,0,0,65,0,65
C,847,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,10
C,848,0,0,10,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,25
C,849,0,0,10,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,40
C,851,0,0,20,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,38
C,852,0,0,12,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,22
C,853,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,10
C,854,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4
C,855,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,10
C,856,0,0,10,20,0,0,6,10,0,0,0,0,0,0,0,0,0,0,0,0,0,46,0,46
C,857,0,0,15,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,25
C,858,0,0,2,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,27
C,859,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2
C,860,0,0,0,21,-1,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,30,0,30
C,861,0,0,10,0,10,4,5,10,0,0,0,0,0,0,0,0,0,0,0,0,0,39,0,39
C,862,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5
C,863,0,0,3,0,6,5,0,3,5,0,0,0,0,0,0,0,0,0,0,0,0,22,0,22
C,864,0,0,0,20,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,40
C,865,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,10
C,866,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,16
C,867,0,0,0,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,0,70
C,869,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,15
C,871,0,0,0,20,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,25
C,872,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2
C,873,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,10
C,874,0,0,0,10,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,16
C,875,0,0,0,0,10,0,10,10,20,0,0,0,0,0,0,0,0,0,0,0,0,50,0,50
C,876,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4
C,877,0,0,0,10,0,18,2,6,16,0,0,0,0,0,0,0,0,0,0,0,0,52,0,52
C,878,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4
C,879,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,15
C,880,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3
C,881,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,15,0,15
C,882,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
C,883,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2
C,884,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2
C,885,0,0,0,0,3,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,13,0,13
C,886,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3
C,888,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5
C,889,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5
C,890,0,0,0,0,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,11
C,891,0,0,0,0,3,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,7
C,892,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6
C,893,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3
C,895,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,18
C,896,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,10
C,897,0,0,0,0,0,9,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,18
C,898,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,20
C,899,0,0,0,0,0,3,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,25
C,900,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,10,0,10
C,901,0,0,0,0,0,0,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,11
C,902,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2
C,903,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5
C,904,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3
C,905,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5
C,906,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3
C,907,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3
C,908,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,10
C,909,0,0,0,0,0,0,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,20,0,20
C,910,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5
C,911,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4
C,920,0,20,0,0,0,0,0,0,0,10,0,10,0,10,10,0,10,10,0,0,0,20,0,20
C,945,0,0,0,0,0,1,0,0,0,0,1,0,0,2,0,0,0,2,0,0,0,1,60,61
C,950,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,-20,0,0,5,5
C,957,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0
C,958,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,6,6
C,959,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,30,32
C,960,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1,11
C,961,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
C,962,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3
D,1,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3
D,2,2,0,0,0,0,0,0,4,0,0,0,2,1,0,7,0,0,0,0,0,0,6,0,6
D,3,8,10,17,10,20,10,15,0,10,10,10,10,33,30,18,21,0,10,10,10,10,100,10,110
D,4,20,0,0,0,20,0,0,20,0,0,10,0,20,0,20,20,0,10,0,0,10,60,172,232
D,5,0,5,0,5,10,10,0,10,0,0,0,0,10,10,5,0,10,0,0,5,10,40,90,130
D,6,20,0,0,20,0,20,0,20,0,10,0,10,20,10,0,70,0,0,0,0,0,80,50,130
D,7,0,10,5,60,0,0,0,25,0,20,40,10,10,40,20,40,0,0,40,0,0,100,120,220
D,8,10,0,10,0,10,0,0,10,0,0,10,0,10,10,0,0,0,10,0,10,0,40,220,260
D,9,0,0,0,0,0,0,0,0,0,0,8,0,0,0,10,0,0,0,0,0,6,0,50,50
D,10,0,0,5,0,0,8,0,0,1,0,0,0,12,10,20,0,0,0,0,0,0,14,24,38
D,11,0,0,1,0,2,0,0,2,0,2,0,0,0,0,2,2,0,0,2,0,0,5,42,47
D,12,0,15,0,10,0,0,0,0,0,0,5,0,8,0,7,0,0,10,0,0,0,25,8,33
D,14,0,0,15,0,0,0,0,0,0,0,20,0,0,5,0,0,6,0,0,5,0,15,30,45
D,15,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,36,38
D,16,0,10,0,40,10,5,0,0,0,15,0,0,10,10,15,0,0,10,10,0,10,65,0,65
D,17,0,0,0,0,10,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,10,80,90
D,18,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,10,10
D,19,0,2,6,0,6,0,5,3,0,0,0,0,5,7,0,2,4,6,2,0,0,22,30,52
D,20,0,2,2,13,0,0,0,0,0,3,0,0,0,0,0,4,0,7,0,0,0,17,26,43
D,22,0,0,0,24,0,0,0,0,0,0,6,0,12,0,10,0,0,5,0,0,0,24,14,38
D,23,5,0,3,0,0,0,0,0,0,0,0,0,0,0,4,0,0,2,0,0,0,8,33,41
D,24,0,14,0,10,0,0,10,0,5,0,1,0,12,0,15,0,0,1,0,10,2,39,6,45
D,25,0,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,5,3,0,5,5,10,41,51
D,26,0,20,0,15,0,0,0,0,0,0,10,0,10,5,20,0,5,0,15,0,0,35,18,53
D,27,0,0,0,0,10,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,1,10,65,75
D,28,25,10,20,80,0,0,0,0,0,0,0,30,10,20,30,110,0,0,5,40,25,135,11,146
D,29,10,0,10,20,0,0,0,10,0,0,0,0,10,0,0,0,10,0,0,0,0,50,270,320
D,30,0,0,20,20,0,0,0,0,0,0,0,6,10,10,20,0,0,0,0,0,0,40,20,60
D,32,0,0,0,0,0,0,0,2,0,0,2,3,0,0,9,0,3,0,0,0,2,2,46,48
D,33,0,0,5,0,5,0,5,0,5,5,0,0,5,0,10,0,0,0,0,5,10,20,19,39
D,34,0,6,0,13,0,0,0,0,10,2,4,0,0,3,0,0,7,0,0,2,0,29,35,64
D,35,0,1,0,0,0,2,0,0,2,1,1,2,0,1,0,1,3,3,1,2,0,5,18,23
D,36,0,0,0,20,0,0,0,0,0,0,0,10,0,0,0,0,0,0,10,0,10,20,15,35
D,38,0,0,1,2,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,4,30,34
D,39,15,0,5,10,0,0,0,10,0,0,3,10,0,10,10,0,0,4,5,10,0,40,2,42
D,40,3,0,3,10,0,0,1,3,0,0,0,0,3,10,2,0,0,0,0,0,0,20,52,72
D,41,4,0,5,10,5,0,5,0,0,0,11,5,10,8,8,0,3,0,9,0,6,29,15,44
D,42,0,10,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,20,60,80
D,43,0,0,10,10,0,0,0,10,0,0,0,10,0,10,0,0,10,0,0,10,0,30,0,30
D,44,0,0,12,5,0,20,10,0,10,10,0,5,20,5,0,40,0,0,10,0,20,57,40,97
D,45,20,0,0,20,0,0,0,20,0,20,0,0,0,20,0,0,20,20,0,0,20,60,110,170
D,46,10,0,10,0,0,0,0,0,0,0,0,0,10,0,20,0,0,0,0,0,20,20,100,120
D,47,0,10,0,90,0,0,0,0,0,15,15,0,20,10,10,0,10,20,0,0,0,100,50,150
D,48,10,0,10,0,10,0,0,10,5,10,10,0,20,10,20,10,20,0,0,0,10,45,100,145
D,49,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,6,110,116
D,50,0,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,10,0,10
D,51,0,0,0,0,0,0,0,0,4,0,0,0,2,0,2,0,6,0,0,0,0,4,2,6
D,52,0,0,0,100,0,0,0,0,0,20,10,20,40,0,160,0,0,0,0,0,0,100,10,110
D,53,0,0,0,0,0,0,2,0,0,0,0,5,0,0,0,0,0,0,0,0,0,2,250,252
D,54,0,3,0,0,0,0,0,0,0,0,0,0,2,4,0,0,0,0,0,0,0,3,5,8
D,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,6,6
D,56,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,1
D,57,0,20,0,20,0,20,10,10,5,10,5,2,20,20,15,30,0,0,10,0,10,85,2,87
D,59,0,0,10,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,10,122,132
D,60,0,40,10,58,0,0,0,0,0,50,10,25,40,10,20,90,0,0,0,0,0,108,10,118
D,62,0,0,0,0,0,0,3,0,0,3,0,1,0,2,0,5,0,0,0,0,0,3,245,248
D,63,0,0,0,10,0,0,0,10,0,0,0,0,0,50,0,0,0,0,0,0,0,20,11,31
D,64,19,7,14,21,6,11,11,18,3,10,24,7,13,18,20,15,8,13,24,2,5,110,50,160
D,65,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,159,160
D,66,30,60,160,830,0,0,0,0,0,0,0,0,280,110,100,150,500,-100,0,0,0,1080,0,1080
D,67,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,1040,1042
D,68,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2
D,69,0,10,10,0,0,0,20,20,20,0,0,20,30,0,0,10,0,30,0,0,0,80,2,82
D,70,0,20,0,80,0,0,0,0,0,10,0,5,20,10,20,20,0,0,0,10,0,100,90,190
D,71,0,2,0,7,0,0,3,0,0,0,4,0,6,0,2,0,0,0,0,3,0,12,95,107
D,72,0,0,0,5,0,5,0,3,5,0,0,0,15,0,0,0,0,0,0,0,0,18,15,33
D,73,0,0,0,0,0,0,2,3,0,0,0,10,10,0,3,0,0,3,0,3,0,5,15,20
D,74,1,0,3,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,1,0,4,29,33
D,75,0,3,0,3,7,0,0,0,0,0,3,0,4,0,4,4,3,2,0,2,3,13,4,17
D,76,0,0,0,10,0,0,20,0,0,10,0,0,10,10,20,0,0,0,0,20,0,30,25,55
D,77,0,5,0,2,3,0,0,0,0,0,0,2,5,0,0,0,0,0,0,0,0,10,70,80
D,78,0,3,2,0,2,0,3,0,0,0,4,0,1,1,3,0,0,4,0,5,0,10,7,17
D,79,21,0,0,2,0,0,0,0,2,0,0,10,32,0,0,0,0,42,0,0,0,25,18,43
D,80,10,0,0,0,0,10,0,0,0,0,0,0,10,0,0,10,10,0,0,0,0,20,84,104
D,81,0,20,0,10,0,0,0,5,10,0,0,0,20,0,20,0,0,0,0,0,0,45,30,75
D,82,0,0,4,0,0,0,0,0,0,0,6,0,0,14,0,0,0,0,0,0,0,4,40,44
D,83,0,0,0,0,0,10,0,0,0,0,0,0,10,10,7,0,0,0,0,0,0,10,20,30
D,84,0,15,0,0,10,0,0,10,0,10,0,10,30,0,0,0,0,20,0,0,15,35,27,62
D,85,0,13,0,0,7,0,10,4,5,0,5,10,3,0,12,0,0,6,0,0,0,39,85,124
D,86,0,0,0,0,0,0,0,0,0,0,30,70,60,30,60,0,0,0,30,10,70,0,36,36
D,87,0,10,0,0,0,0,0,0,0,2,0,0,0,3,0,0,3,0,0,0,0,10,360,370
D,88,10,0,0,0,0,0,0,0,0,0,0,10,0,0,10,0,0,10,0,0,0,10,8,18
D,89,100,200,600,400,0,0,0,0,0,300,0,150,300,200,400,300,0,0,0,100,100,1300,30,1330
D,90,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1850,1854
D,91,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2
D,92,7,0,6,10,0,0,0,0,0,0,0,0,15,0,10,0,0,0,0,0,0,23,0,23
D,93,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,25,35
D,94,0,0,5,0,6,0,0,4,0,0,0,0,0,0,5,0,5,0,0,5,0,15,0,15
D,96,0,0,20,0,20,0,0,0,0,10,0,0,20,0,0,20,10,10,0,0,10,40,15,55
D,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,80,80
D,100,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,20,25
D,101,1,0,2,0,0,0,0,0,0,0,2,2,1,3,3,0,2,4,0,0,3,3,0,3
D,102,10,0,0,10,0,0,0,0,0,0,10,0,10,10,20,0,0,0,0,0,0,20,20,40
D,103,0,0,10,10,0,0,0,0,0,0,0,0,10,10,0,0,10,10,0,0,0,20,50,70
D,104,2,9,0,40,0,0,0,0,0,0,6,0,5,0,21,0,0,0,2,0,8,51,40,91
D,105,0,0,0,3,0,0,0,0,2,0,0,0,0,0,1,2,0,0,0,0,0,5,42,47
D,106,0,0,3,0,10,0,0,0,8,5,5,0,3,10,3,0,4,0,5,0,5,21,3,24
D,107,0,0,5,0,0,0,6,0,1,3,0,0,0,0,0,7,0,0,0,4,0,12,40,52
D,109,0,5,4,0,0,0,0,0,0,0,0,0,4,4,2,0,0,0,0,0,0,9,14,23
D,110,0,3,0,0,0,4,0,0,0,4,0,2,10,0,14,0,0,0,0,5,5,7,10,17
D,111,10,10,0,20,13,0,0,0,0,0,10,20,10,10,0,10,5,0,15,0,10,53,40,93
D,112,5,12,0,0,1,3,4,2,4,4,4,2,12,12,0,0,0,5,0,5,0,31,90,121
D,113,2,0,1,0,3,0,0,0,0,0,0,2,0,0,1,0,2,0,0,1,0,6,44,50
D,114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,6,6
D,115,0,5,0,2,0,0,0,4,2,0,0,0,6,0,0,8,5,0,10,0,0,13,5,18
D,116,0,10,0,0,0,0,0,10,0,0,0,10,0,0,0,0,0,0,0,0,0,20,29,49
D,117,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,13
D,118,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
D,119,7,10,0,0,0,5,0,0,0,0,0,0,0,7,0,0,0,2,0,0,0,22,0,22
D,120,0,0,150,50,0,0,6,0,0,30,0,25,80,130,50,0,0,0,0,0,0,206,9,215
D,121,0,0,0,0,0,0,0,5,0,10,0,0,0,0,10,0,0,0,0,0,0,5,315,320
D,122,0,0,15,0,0,0,0,0,0,0,0,0,12,0,10,0,0,0,0,0,0,15,20,35
D,123,0,0,7,0,0,0,0,8,0,0,0,0,8,6,0,0,0,9,0,0,7,15,22,37
D,124,0,0,2,6,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,14,30,44
D,125,0,0,15,0,0,20,0,0,0,0,0,0,10,7,0,0,0,0,0,0,0,35,0,35
D,126,1,0,1,0,0,0,2,2,0,0,0,0,1,0,0,0,0,0,0,0,0,6,17,23
D,127,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,1,0,0,0,0,1,1,2
D,128,20,20,10,40,20,10,10,20,10,10,20,20,40,30,20,10,20,30,10,10,20,160,4,164
D,129,20,10,40,20,20,10,0,10,10,20,10,20,20,20,30,0,10,20,10,10,0,140,240,380
D,130,50,50,50,0,100,50,50,50,20,50,0,20,80,50,50,50,0,50,30,80,0,420,170,590
D,131,0,0,16,0,0,0,0,0,2,0,0,0,5,0,0,0,0,0,0,0,0,18,460,478
D,132,0,0,0,3,8,0,0,0,0,0,0,0,3,0,2,0,0,0,5,0,0,11,5,16
D,133,0,0,10,10,10,0,10,10,0,0,0,0,0,0,0,0,0,0,10,0,10,50,10,60
D,134,0,10,0,0,10,10,0,0,10,10,0,0,10,0,10,0,0,0,0,0,10,40,20,60
D,135,10,0,2,5,2,3,4,5,2,7,2,4,0,5,2,0,5,1,0,4,1,33,40,73
D,136,0,40,80,80,0,0,0,0,0,0,0,20,50,50,90,0,0,0,0,0,0,200,31,231
D,137,0,0,10,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,10,210,220
D,138,0,0,4,0,0,1,0,3,0,0,5,0,2,0,0,0,0,0,0,0,4,8,8,16
D,139,3,12,0,12,4,5,1,1,8,0,6,3,7,14,3,0,0,5,0,1,1,46,11,57
D,140,0,10,20,0,0,10,0,20,0,0,0,10,20,20,20,0,0,30,0,30,0,60,40,100
D,141,10,0,30,0,0,0,10,0,4,0,0,10,10,0,15,0,0,10,10,0,0,54,130,184
D,142,11,0,0,4,0,0,0,0,0,0,5,0,0,0,0,10,0,5,0,0,23,15,55,70
D,143,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,43,45
D,144,0,40,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,10,10,0,40,0,40
D,145,0,3,0,0,0,5,0,0,3,2,0,0,3,3,0,0,0,0,0,0,3,11,40,51
D,146,0,10,0,12,0,0,0,0,2,4,4,0,10,7,0,0,4,4,-2,5,0,24,11,35
D,147,0,10,0,0,10,5,10,0,0,0,0,0,10,0,20,0,0,0,0,10,10,35,36,71
D,148,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,10,0,0,0,5,50,55
D,149,0,8,6,16,0,0,0,0,0,10,0,5,10,0,10,0,10,0,5,5,0,30,10,40
D,150,0,20,0,0,0,0,0,0,5,0,0,5,10,0,0,0,0,5,0,5,0,25,55,80
D,151,10,0,40,70,0,0,0,0,0,0,0,0,40,0,55,0,0,0,20,10,20,120,25,145
D,152,4,12,0,16,0,16,14,0,0,0,0,0,0,0,10,0,8,10,5,0,5,62,145,207
D,153,0,0,5,9,0,0,3,7,0,5,5,0,5,5,9,0,0,0,0,0,12,24,38,62
